id_venda;data;cliente;produto;categoria;quantidade;valor_unitario;cidade;estado;forma_pagamento
32;2026-01-07 15:06:00;Rodrigo Fernandes;Scanner de Mesa;Informática;1;650.0;Maringá;PR;Pix
33;2026-01-07 19:30:00;Enzo Vieira;Placa-Mãe ASUS Prime;Informática;10;780.0;Maringá;PR;Boleto Bancário
34;2026-01-07 19:59:00;Arthur Lopes;Mini PC Intel;Informática;1;1250.0;Londrina;PR;Boleto Bancário
35;2026-01-07 23:11:00;Gabriel Fernandes;Teclado Mecânico;Informática;7;249.9;Ibiporã;PR;Cartão de Crédito
36;2026-01-08 01:30:00;Lucas Martins;Monitor Gamer 24 144Hz;Informática;4;980.0;Arapongas;PR;Cartão de Crédito
37;2026-01-08 02:02:00;Julia Gomes;Nobreak 1500VA;Informática;2;799.0;Apucarana;PR;Pix
38;2026-01-08 02:47:00;Felipe Costa;Mouse Sem Fio;Informática;7;89.9;Maringá;PR;Boleto Bancário
39;2026-01-08 10:59:00;Thiago Rodrigues;Mini PC Intel;Informática;2;1250.0;Cambé;PR;Boleto Bancário
40;2026-01-08 12:21:00;Letícia Santos;Processador Intel i7;Informática;11;1950.0;Maringá;PR;Pix
41;2026-01-08 15:56:00;Letícia Ferreira;Teclado de Membrana;Informática;4;79.9;Ibiporã;PR;Boleto Bancário
42;2026-01-09 02:25:00;Guilherme Martins;SSD 500GB NVMe;Informática;10;260.0;Ibiporã;PR;Pix
43;2026-01-09 05:59:00;Bruna Martins;HD Externo 2TB;Informática;2;449.0;Maringá;PR;Cartão de Crédito
44;2026-01-09 14:38:00;Mateus Alves;Cabo de Rede CAT6 5m;Informática;7;25.0;Apucarana;PR;Pix
45;2026-01-09 19:09:00;Felipe Costa;Mouse Gamer RGB;Informática;4;149.9;Apucarana;PR;Boleto Bancário
46;2026-01-10 05:26:00;João Ferreira;Placa-Mãe MSI Gaming;Informática;9;890.0;Cambé;PR;Boleto Bancário
47;2026-01-10 09:58:00;Mateus Fernandes;Nobreak 1500VA;Informática;5;799.0;Ibiporã;PR;Cartão de Crédito
48;2026-01-10 20:12:00;Enzo Alves;Tablet Android 10;Informática;4;899.0;Cambé;PR;Boleto Bancário
49;2026-01-11 00:15:00;Letícia Pereira;Monitor Ultrawide 29;Informática;12;1150.0;Arapongas;PR;Pix
50;2026-01-11 01:02:00;Vitor Ferreira;Notebook Pro;Informática;4;6200.0;Arapongas;PR;Pix
51;2026-01-11 02:12:00;Lucas Santos;Memória RAM 16GB DDR4;Informática;8;320.0;Ibiporã;PR;Boleto Bancário
52;2026-01-11 07:13:00;Larissa Silva;Placa-Mãe ASUS Prime;Informática;1;780.0;Apucarana;PR;Pix
53;2026-01-11 07:45:00;Beatriz Ferreira;Memória RAM 32GB DDR5;Informática;10;750.0;Arapongas;PR;Pix
54;2026-01-11 09:50:00;Bruno Rodrigues;Roteador Wi-Fi 6;Informática;3;320.0;Arapongas;PR;Cartão de Crédito
55;2026-01-11 11:34:00;Diego Silva;Processador AMD Ryzen 7;Informática;2;1780.0;Londrina;PR;Pix
56;2026-01-11 13:01:00;Arthur Alves;HD Externo 2TB;Informática;1;449.0;Arapongas;PR;Boleto Bancário
57;2026-01-11 14:58:00;Vitor Barbosa;Cooler Fan 120mm;Informática;12;45.0;Cambé;PR;Pix
58;2026-01-11 23:28:00;Daniel Barbosa;Microfone Condensador;Informática;7;340.0;Londrina;PR;Boleto Bancário
59;2026-01-11 23:55:00;Gabriel Oliveira;Roteador Wi-Fi 6;Informática;10;320.0;Maringá;PR;Pix
60;2026-01-12 01:19:00;Diego Pereira;Placa-Mãe MSI Gaming;Informática;2;890.0;Cambé;PR;Cartão de Crédito
61;2026-01-12 01:35:00;Gabriel Oliveira;SSD 500GB NVMe;Informática;6;260.0;Arapongas;PR;Boleto Bancário
62;2026-01-12 12:03:00;André Costa;Notebook Gamer;Informática;11;5499.0;Ibiporã;PR;Boleto Bancário
63;2026-01-12 12:28:00;Diego Pereira;Placa-Mãe ASUS Prime;Informática;12;780.0;Arapongas;PR;Boleto Bancário
64;2026-01-12 13:23:00;Aline Barbosa;Fonte Real 750W;Informática;4;490.0;Londrina;PR;Pix
65;2026-01-12 18:41:00;Thiago Costa;Memória RAM 16GB DDR4;Informática;10;320.0;Cambé;PR;Cartão de Crédito
66;2026-01-13 07:47:00;Gustavo Martins;Mouse Sem Fio;Informática;12;89.9;Ibiporã;PR;Boleto Bancário
67;2026-01-13 11:41:00;Gabriel Fernandes;SSD 2TB NVMe;Informática;1;820.0;Ibiporã;PR;Cartão de Crédito
68;2026-01-13 19:47:00;Diego Lima;Impressora Tanque Tinta;Informática;3;1100.0;Arapongas;PR;Pix
69;2026-01-13 20:21:00;Maria Souza;Monitor 4K 32;Informática;12;2400.0;Apucarana;PR;Cartão de Crédito
70;2026-01-14 04:09:00;Gustavo Souza;Headset Gamer;Informática;12;199.9;Apucarana;PR;Boleto Bancário
71;2026-01-14 06:17:00;Diego Santos;Memória RAM 16GB DDR4;Informática;1;320.0;Apucarana;PR;Pix
72;2026-01-14 06:33:00;Diego Alves;Water Cooler 240mm;Informática;2;410.0;Apucarana;PR;Boleto Bancário
73;2026-01-14 12:32:00;Vitor Barbosa;Adaptador Bluetooth USB;Informática;2;39.9;Arapongas;PR;Pix
74;2026-01-14 20:41:00;Felipe Alves;Monitor Ultrawide 29;Informática;1;1150.0;Arapongas;PR;Boleto Bancário
75;2026-01-15 02:42:00;Mateus Santos;SSD 1TB NVMe;Informática;3;450.0;Apucarana;PR;Cartão de Crédito
76;2026-01-15 04:32:00;Lucas Silva;Adaptador Bluetooth USB;Informática;12;39.9;Londrina;PR;Cartão de Crédito
77;2026-01-15 11:32:00;Pedro Oliveira;Filtro Linha 6 Tomadas;Informática;1;49.9;Londrina;PR;Cartão de Crédito
78;2026-01-15 14:08:00;Gabriel Martins;Fonte Real 750W;Informática;8;490.0;Apucarana;PR;Pix
79;2026-01-15 17:26:00;Thiago Souza;SSD 500GB NVMe;Informática;1;260.0;Cambé;PR;Boleto Bancário
80;2026-01-15 17:29:00;Larissa Oliveira;Filtro Linha 6 Tomadas;Informática;7;49.9;Maringá;PR;Pix
81;2026-01-16 14:06:00;Julia Carvalho;Fonte Real 750W;Informática;12;490.0;Apucarana;PR;Pix
82;2026-01-16 17:57:00;Aline Santos;Placa-Mãe ASUS Prime;Informática;6;780.0;Londrina;PR;Boleto Bancário
83;2026-01-16 18:35:00;Vitor Ferreira;Mini PC Intel;Informática;3;1250.0;Maringá;PR;Boleto Bancário
84;2026-01-16 19:40:00;Leonardo Ferreira;Placa de Vídeo RTX 4060;Informática;2;2100.0;Arapongas;PR;Pix
85;2026-01-16 19:47:00;Diego Pereira;Cadeira Gamer;Informática;6;990.0;Londrina;PR;Boleto Bancário
86;2026-01-16 21:07:00;Diego Lima;Monitor 21.5 IPS;Informática;6;599.0;Maringá;PR;Pix
87;2026-01-16 22:08:00;Enzo Alves;Adaptador Bluetooth USB;Informática;12;39.9;Cambé;PR;Cartão de Crédito
88;2026-01-17 12:31:00;Mateus Santos;Monitor 21.5 IPS;Informática;10;599.0;Arapongas;PR;Cartão de Crédito
89;2026-01-17 15:28:00;Vitor Soares;Nobreak 1500VA;Informática;4;799.0;Maringá;PR;Cartão de Crédito
90;2026-01-17 17:34:00;Felipe Rodrigues;Webcam Full HD;Informática;4;210.0;Cambé;PR;Pix
91;2026-01-17 18:06:00;Enzo Oliveira;Notebook Gamer;Informática;1;5499.0;Apucarana;PR;Cartão de Crédito
92;2026-01-17 20:52:00;Mateus Carvalho;Suporte Articulado;Informática;7;150.0;Ibiporã;PR;Boleto Bancário
93;2026-01-18 03:38:00;Julia Gomes;Mouse Sem Fio;Informática;4;89.9;Cambé;PR;Cartão de Crédito
94;2026-01-18 07:40:00;Thiago Fernandes;Webcam Full HD;Informática;1;210.0;Maringá;PR;Boleto Bancário
95;2026-01-18 07:49:00;André Lima;Water Cooler 240mm;Informática;1;410.0;Maringá;PR;Boleto Bancário
96;2026-01-18 11:15:00;Daniel Barbosa;Webcam Full HD;Informática;6;210.0;Arapongas;PR;Boleto Bancário
97;2026-01-18 13:43:00;Bruna Silva;Placa-Mãe MSI Gaming;Informática;2;890.0;Cambé;PR;Cartão de Crédito
98;2026-01-18 15:02:00;Ana Gomes;Notebook Gamer;Informática;2;5499.0;Cambé;PR;Boleto Bancário
99;2026-01-18 16:34:00;Felipe Lima;Placa de Vídeo RX 7600;Informática;11;1650.0;Maringá;PR;Cartão de Crédito
100;2026-01-18 16:41:00;Gabriel Ferreira;Cooler Fan 120mm;Informática;6;45.0;Arapongas;PR;Boleto Bancário
101;2026-01-18 21:58:00;Bruna Fernandes;Filtro Linha 6 Tomadas;Informática;6;49.9;Arapongas;PR;Pix
102;2026-01-19 01:27:00;Maria Fernandes;Fonte Real 650W;Informática;4;380.0;Maringá;PR;Boleto Bancário
103;2026-01-19 02:17:00;Diego Soares;Memória RAM 8GB DDR4;Informática;2;180.0;Maringá;PR;Pix
104;2026-01-19 09:29:00;Amanda Santos;Monitor 21.5 IPS;Informática;7;599.0;Londrina;PR;Boleto Bancário
105;2026-01-19 14:26:00;Diego Santos;Teclado de Membrana;Informática;4;79.9;Arapongas;PR;Pix
106;2026-01-19 14:29:00;Amanda Pereira;Monitor 21.5 IPS;Informática;2;599.0;Londrina;PR;Cartão de Crédito
107;2026-01-19 18:40:00;Enzo Alves;Mini PC Intel;Informática;12;1250.0;Ibiporã;PR;Boleto Bancário
108;2026-01-19 22:03:00;Arthur Fernandes;Placa de Vídeo RTX 4060;Informática;6;2100.0;Maringá;PR;Cartão de Crédito
109;2026-01-20 04:48:00;João Ferreira;Scanner de Mesa;Informática;6;650.0;Arapongas;PR;Boleto Bancário
110;2026-01-20 05:49:00;Amanda Vieira;Placa de Vídeo RX 7600;Informática;5;1650.0;Apucarana;PR;Cartão de Crédito
111;2026-01-20 10:38:00;João Souza;Processador AMD Ryzen 7;Informática;8;1780.0;Cambé;PR;Boleto Bancário
112;2026-01-20 11:16:00;João Ferreira;Repetidor Wi-Fi;Informática;2;89.0;Arapongas;PR;Cartão de Crédito
113;2026-01-20 18:07:00;João Ribeiro;Memória RAM 32GB DDR5;Informática;1;750.0;Londrina;PR;Cartão de Crédito
114;2026-01-20 21:03:00;Rafael Soares;Memória RAM 32GB DDR5;Informática;7;750.0;Apucarana;PR;Boleto Bancário
115;2026-01-20 21:59:00;Yasmin Costa;Notebook Gamer;Informática;2;5499.0;Cambé;PR;Boleto Bancário
116;2026-01-20 22:18:00;Maria Fernandes;Gabinete Gamer ATX;Informática;1;320.0;Londrina;PR;Cartão de Crédito
117;2026-01-21 00:16:00;Arthur Lopes;Notebook Pro;Informática;3;6200.0;Londrina;PR;Pix
118;2026-01-21 05:15:00;Arthur Alves;Memória RAM 16GB DDR4;Informática;8;320.0;Londrina;PR;Cartão de Crédito
119;2026-01-21 08:28:00;Leonardo Santos;Adaptador Bluetooth USB;Informática;12;39.9;Arapongas;PR;Pix
120;2026-01-21 10:38:00;Vitor Oliveira;Processador AMD Ryzen 7;Informática;11;1780.0;Arapongas;PR;Cartão de Crédito
121;2026-01-21 11:14:00;Yasmin Vieira;Teclado de Membrana;Informática;3;79.9;Apucarana;PR;Pix
122;2026-01-21 13:38:00;Gustavo Fernandes;Mousepad Extended;Informática;1;69.9;Cambé;PR;Boleto Bancário
123;2026-01-21 14:54:00;Yasmin Lopes;Notebook Home;Informática;11;2499.0;Apucarana;PR;Pix
124;2026-01-21 15:01:00;Larissa Pereira;Webcam Full HD;Informática;8;210.0;Londrina;PR;Cartão de Crédito
125;2026-01-21 16:28:00;Gabriel Almeida;Water Cooler 240mm;Informática;3;410.0;Arapongas;PR;Cartão de Crédito
126;2026-01-21 16:47:00;Diego Alves;Notebook Pro;Informática;4;6200.0;Ibiporã;PR;Boleto Bancário
127;2026-01-21 19:02:00;Vitor Oliveira;Processador AMD Ryzen 7;Informática;12;1780.0;Apucarana;PR;Pix
128;2026-01-21 19:55:00;João Alves;Roteador Wi-Fi 6;Informática;6;320.0;Cambé;PR;Boleto Bancário
129;2026-01-21 20:54:00;Beatriz Ferreira;Mouse Gamer RGB;Informática;5;149.9;Maringá;PR;Cartão de Crédito
130;2026-01-22 01:09:00;Enzo Lima;Mouse Gamer RGB;Informática;4;149.9;Londrina;PR;Pix
131;2026-01-22 02:27:00;Pedro Gomes;Placa de Vídeo RX 7600;Informática;9;1650.0;Apucarana;PR;Boleto Bancário
132;2026-01-22 03:49:00;Bruno Lima;Fonte Real 650W;Informática;2;380.0;Maringá;PR;Boleto Bancário
133;2026-01-22 03:53:00;Felipe Silva;Fonte Real 750W;Informática;9;490.0;Ibiporã;PR;Cartão de Crédito
134;2026-01-22 05:17:00;Vitor Lopes;Suporte Articulado;Informática;10;150.0;Arapongas;PR;Pix
135;2026-01-22 09:35:00;Thiago Souza;SSD 2TB NVMe;Informática;4;820.0;Cambé;PR;Pix
136;2026-01-22 15:54:00;Rodrigo Carvalho;Filtro Linha 6 Tomadas;Informática;6;49.9;Cambé;PR;Cartão de Crédito
137;2026-01-22 16:23:00;Daniel Barbosa;Scanner de Mesa;Informática;6;650.0;Cambé;PR;Boleto Bancário
138;2026-01-22 18:01:00;Leonardo Alves;SSD 500GB NVMe;Informática;4;260.0;Arapongas;PR;Boleto Bancário
139;2026-01-22 21:08:00;André Rodrigues;Mouse Sem Fio;Informática;8;89.9;Londrina;PR;Cartão de Crédito
140;2026-01-22 23:27:00;Larissa Almeida;Placa de Vídeo RX 7600;Informática;10;1650.0;Maringá;PR;Cartão de Crédito
141;2026-01-22 23:57:00;Mateus Oliveira;Monitor 4K 32;Informática;1;2400.0;Apucarana;PR;Boleto Bancário
142;2026-01-23 02:19:00;Enzo Vieira;HD Externo 1TB;Informática;6;299.0;Ibiporã;PR;Cartão de Crédito
143;2026-01-23 05:27:00;Rodrigo Gomes;Mouse Gamer RGB;Informática;1;149.9;Maringá;PR;Boleto Bancário
144;2026-01-23 20:36:00;Thiago Rodrigues;Scanner de Mesa;Informática;2;650.0;Cambé;PR;Pix
145;2026-01-23 21:54:00;Bruna Vieira;Placa-Mãe ASUS Prime;Informática;12;780.0;Ibiporã;PR;Pix
146;2026-01-24 00:19:00;Julia Fernandes;Cabo de Rede CAT6 5m;Informática;6;25.0;Apucarana;PR;Pix
147;2026-01-24 09:20:00;Bruno Lima;Memória RAM 32GB DDR5;Informática;12;750.0;Arapongas;PR;Boleto Bancário
148;2026-01-24 12:00:00;João Santos;Monitor Gamer 27 165Hz;Informática;6;1350.0;Maringá;PR;Boleto Bancário
149;2026-01-24 12:32:00;Enzo Oliveira;Repetidor Wi-Fi;Informática;10;89.0;Apucarana;PR;Cartão de Crédito
150;2026-01-24 13:06:00;Diego Silva;Tablet Android 10;Informática;3;899.0;Arapongas;PR;Pix
151;2026-01-24 16:41:00;Amanda Souza;Nobreak 1500VA;Informática;5;799.0;Maringá;PR;Cartão de Crédito
152;2026-01-24 19:38:00;Felipe Pereira;Nobreak 1500VA;Informática;12;799.0;Cambé;PR;Pix
153;2026-01-24 19:38:00;Leonardo Pereira;Cadeira Gamer;Informática;1;990.0;Maringá;PR;Boleto Bancário
154;2026-01-25 01:18:00;Letícia Santos;Mouse Gamer RGB;Informática;4;149.9;Ibiporã;PR;Boleto Bancário
155;2026-01-25 05:08:00;Guilherme Ribeiro;Memória RAM 8GB DDR4;Informática;3;180.0;Apucarana;PR;Boleto Bancário
156;2026-01-25 10:27:00;Letícia Carvalho;Placa-Mãe ASUS Prime;Informática;6;780.0;Apucarana;PR;Cartão de Crédito
157;2026-01-25 16:09:00;Bruna Martins;Notebook Gamer;Informática;12;5499.0;Ibiporã;PR;Boleto Bancário
158;2026-01-25 16:58:00;Amanda Rodrigues;Nobreak 1500VA;Informática;8;799.0;Londrina;PR;Pix
159;2026-01-25 17:43:00;João Ferreira;HD Externo 2TB;Informática;12;449.0;Londrina;PR;Pix
160;2026-01-25 23:47:00;Leonardo Vieira;Gabinete Gamer ATX;Informática;12;320.0;Londrina;PR;Cartão de Crédito
161;2026-01-26 06:18:00;Arthur Soares;Headset Bluetooth;Informática;12;280.0;Arapongas;PR;Cartão de Crédito
162;2026-01-26 06:40:00;Lucas Costa;Webcam Full HD;Informática;7;210.0;Apucarana;PR;Boleto Bancário
163;2026-01-26 08:14:00;Julia Fernandes;Headset Bluetooth;Informática;8;280.0;Cambé;PR;Boleto Bancário
164;2026-01-26 14:10:00;Vinícius Lopes;Suporte Articulado;Informática;4;150.0;Maringá;PR;Pix
165;2026-01-26 15:39:00;Julia Santos;Placa-Mãe ASUS Prime;Informática;5;780.0;Londrina;PR;Pix
166;2026-01-26 22:41:00;Julia Gomes;Gabinete Gamer ATX;Informática;2;320.0;Apucarana;PR;Cartão de Crédito
167;2026-01-26 23:30:00;Enzo Soares;Headset Bluetooth;Informática;12;280.0;Londrina;PR;Boleto Bancário
168;2026-01-27 18:47:00;Daniel Carvalho;Placa-Mãe MSI Gaming;Informática;10;890.0;Cambé;PR;Pix
169;2026-01-27 22:54:00;Rafael Silva;Scanner de Mesa;Informática;7;650.0;Ibiporã;PR;Cartão de Crédito
170;2026-01-28 07:27:00;Felipe Lima;Switch Gigabit 8 Portas;Informática;3;135.0;Londrina;PR;Cartão de Crédito
171;2026-01-28 10:15:00;João Lopes;Teclado Mecânico;Informática;4;249.9;Arapongas;PR;Boleto Bancário
172;2026-01-28 10:18:00;Letícia Ferreira;Repetidor Wi-Fi;Informática;12;89.0;Cambé;PR;Pix
173;2026-01-28 11:54:00;Letícia Souza;Tablet Android 10;Informática;5;899.0;Maringá;PR;Cartão de Crédito
174;2026-01-28 14:32:00;Ana Gomes;Placa de Vídeo RX 7600;Informática;10;1650.0;Cambé;PR;Pix
175;2026-01-28 15:45:00;Vitor Ferreira;SSD 500GB NVMe;Informática;6;260.0;Londrina;PR;Pix
176;2026-01-28 18:01:00;Enzo Santos;Placa-Mãe MSI Gaming;Informática;11;890.0;Ibiporã;PR;Boleto Bancário
177;2026-01-29 01:51:00;Vitor Lima;Monitor Gamer 24 144Hz;Informática;2;980.0;Londrina;PR;Cartão de Crédito
178;2026-01-29 06:01:00;Beatriz Costa;SSD 1TB NVMe;Informática;5;450.0;Londrina;PR;Pix
179;2026-01-29 10:10:00;Larissa Santos;Memória RAM 16GB DDR4;Informática;7;320.0;Arapongas;PR;Pix
180;2026-01-29 13:37:00;Amanda Pereira;Tablet Android 10;Informática;2;899.0;Ibiporã;PR;Boleto Bancário
181;2026-01-29 18:07:00;Rafael Santos;Headset Bluetooth;Informática;6;280.0;Arapongas;PR;Pix
182;2026-01-30 00:54:00;Guilherme Santos;SSD 2TB NVMe;Informática;1;820.0;Apucarana;PR;Pix
183;2026-01-30 05:19:00;Amanda Pereira;Monitor 21.5 IPS;Informática;4;599.0;Apucarana;PR;Boleto Bancário
184;2026-01-30 08:11:00;Gustavo Fernandes;Placa de Vídeo RX 7600;Informática;12;1650.0;Ibiporã;PR;Cartão de Crédito
185;2026-01-30 08:42:00;Bruna Pereira;Placa-Mãe MSI Gaming;Informática;6;890.0;Cambé;PR;Pix
186;2026-01-30 14:07:00;Diego Silva;Suporte Articulado;Informática;4;150.0;Cambé;PR;Cartão de Crédito
187;2026-01-30 16:32:00;Amanda Costa;Headset Bluetooth;Informática;7;280.0;Cambé;PR;Boleto Bancário
188;2026-01-30 18:12:00;Aline Santos;Monitor Gamer 24 144Hz;Informática;4;980.0;Arapongas;PR;Pix
189;2026-01-30 20:41:00;Ana Souza;Placa-Mãe MSI Gaming;Informática;12;890.0;Londrina;PR;Boleto Bancário
190;2026-01-30 21:13:00;Maria Souza;Adaptador Bluetooth USB;Informática;10;39.9;Ibiporã;PR;Boleto Bancário
191;2026-01-31 00:31:00;Gabriel Fernandes;SSD 500GB NVMe;Informática;8;260.0;Maringá;PR;Cartão de Crédito
192;2026-01-31 04:06:00;Maria Lima;HD Externo 2TB;Informática;3;449.0;Londrina;PR;Pix
193;2026-01-31 08:49:00;Bruno Rodrigues;Placa-Mãe MSI Gaming;Informática;7;890.0;Maringá;PR;Boleto Bancário
194;2026-01-31 17:48:00;Enzo Lima;SSD 500GB NVMe;Informática;5;260.0;Apucarana;PR;Boleto Bancário
195;2026-01-31 18:50:00;Bruna Martins;Placa-Mãe ASUS Prime;Informática;7;780.0;Cambé;PR;Pix
196;2026-02-01 01:15:00;Bruna Fernandes;Repetidor Wi-Fi;Informática;5;89.0;Cambé;PR;Pix
197;2026-02-01 16:09:00;Daniel Barbosa;Processador Intel i7;Informática;10;1950.0;Cambé;PR;Boleto Bancário
198;2026-02-01 23:57:00;Amanda Oliveira;Webcam Full HD;Informática;7;210.0;Maringá;PR;Cartão de Crédito
199;2026-02-02 10:41:00;Diego Silva;Adaptador Bluetooth USB;Informática;10;39.9;Londrina;PR;Cartão de Crédito
200;2026-02-02 16:37:00;Thiago Ribeiro;Adaptador Bluetooth USB;Informática;2;39.9;Apucarana;PR;Boleto Bancário
201;2026-02-02 23:14:00;Guilherme Martins;Teclado de Membrana;Informática;5;79.9;Arapongas;PR;Boleto Bancário
202;2026-02-03 17:56:00;Aline Santos;Monitor Gamer 27 165Hz;Informática;10;1350.0;Arapongas;PR;Cartão de Crédito
203;2026-02-03 19:56:00;Leonardo Almeida;SSD 2TB NVMe;Informática;7;820.0;Maringá;PR;Boleto Bancário
204;2026-02-04 02:17:00;Bruno Rodrigues;Switch Gigabit 8 Portas;Informática;12;135.0;Arapongas;PR;Cartão de Crédito
205;2026-02-04 02:28:00;Beatriz Lima;Caixa de Som PC;Informática;12;120.0;Maringá;PR;Cartão de Crédito
206;2026-02-04 02:45:00;Rafael Almeida;Filtro Linha 6 Tomadas;Informática;5;49.9;Apucarana;PR;Cartão de Crédito
207;2026-02-04 06:52:00;Enzo Alves;Teclado Mecânico;Informática;5;249.9;Apucarana;PR;Pix
208;2026-02-04 08:46:00;Vinícius Lopes;Impressora Tanque Tinta;Informática;2;1100.0;Maringá;PR;Cartão de Crédito
209;2026-02-04 09:00:00;Daniel Souza;Mouse Sem Fio;Informática;8;89.9;Apucarana;PR;Pix
210;2026-02-04 09:20:00;Julia Carvalho;Nobreak 1500VA;Informática;10;799.0;Ibiporã;PR;Cartão de Crédito
211;2026-02-04 12:15:00;Arthur Lopes;HD Externo 1TB;Informática;4;299.0;Arapongas;PR;Boleto Bancário
212;2026-02-04 14:42:00;André Martins;Monitor Gamer 27 165Hz;Informática;9;1350.0;Apucarana;PR;Cartão de Crédito
213;2026-02-04 16:29:00;Bruno Lima;Monitor Ultrawide 29;Informática;2;1150.0;Apucarana;PR;Boleto Bancário
214;2026-02-04 20:46:00;João Souza;Monitor Ultrawide 29;Informática;3;1150.0;Cambé;PR;Boleto Bancário
215;2026-02-05 00:35:00;André Rodrigues;Processador AMD Ryzen 7;Informática;4;1780.0;Maringá;PR;Cartão de Crédito
216;2026-02-05 04:04:00;Julia Santos;Fonte Real 750W;Informática;8;490.0;Londrina;PR;Pix
217;2026-02-05 04:14:00;Rafael Soares;Scanner de Mesa;Informática;5;650.0;Apucarana;PR;Pix
218;2026-02-05 07:50:00;Ana Souza;Monitor Ultrawide 29;Informática;11;1150.0;Londrina;PR;Boleto Bancário
219;2026-02-05 16:23:00;Lucas Santos;Processador AMD Ryzen 7;Informática;6;1780.0;Arapongas;PR;Boleto Bancário
220;2026-02-05 18:24:00;Thiago Souza;Mousepad Extended;Informática;8;69.9;Cambé;PR;Boleto Bancário
221;2026-02-05 20:06:00;Gustavo Lopes;Teclado de Membrana;Informática;3;79.9;Apucarana;PR;Boleto Bancário
222;2026-02-05 22:21:00;André Lima;Impressora Tanque Tinta;Informática;5;1100.0;Londrina;PR;Pix
